"","ChEMBL ID","AlogP","Polar Surface Area","HBA","HBD","#RO5 Violations","#Rotatable Bonds","Passes Ro3","QED Weighted","CX Acidic pKa","CX Basic pKa","CX LogP","CX LogD","Aromatic Rings","Inorganic Flag","Heavy Atoms","HBA (Lipinski)","HBD (Lipinski)","#RO5 Violations (Lipinski)","Smiles"
"8668","CHEMBL2012576","7.49","100.73","5","2","2","5","N","0.32","12.30","5.17","7.29","7.29","3",-1,"41","7","2","2","C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)OC)[C@@H]3C"
"8669","CHEMBL508290","7.09","63.60","3","1","1","5","N","0.44","4.65","None","5.93","3.25","0",-1,"34","4","1","1","CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)C4=C(C=C(CCC(=O)O)C(=C(C)C)C=C4)CC[C@]23C)OC1=O"
"8670","CHEMBL454306","7.14","69.92","4","3","1","8","N","0.36","9.29","None","8.36","8.35","2",-1,"34","4","3","1","C=CC(C)(C)c1cc(CCCc2cc(O)c3c(c2CC=C(C)C)C=CC(C)(C)O3)c(O)cc1O"
"8671","CHEMBL2087164","2.90","107.22","6","4","0","2","N","0.50","13.34","None","1.77","1.77","0",-1,"33","6","4","0","CC1(C)CC[C@H]([C@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)[C@@H](O)C[C@]5(C)[C@H]4CC[C@]23C)O1"
"8672","CHEMBL1078157","8.04","35.53","3","0","1","20","N","0.15","None","None","9.01","9.01","0",-1,"29","3","0","1","C=C1C=C(C(CCCCCCCCCCCCCCCCCCC)OC)C(=O)O1"
"8673","CHEMBL510841","2.04","46.61","3","0","0","0","Y","0.63","13.53","None","1.55","1.55","0",-1,"19","4","0","0","C[C@H]1CC(=O)N2CCCC3=C(C1)C(=O)O[C@H]3CCC2"
"8674","CHEMBL447301","0.74","6.48","2","0","0","4","N","0.54","None","6.72","-7.26","-7.35","0",-1,"22","4","0","0","ClCCN1CC[N+]2(CC1)CC[N+]1(CCN(CCCl)CC1)CC2.[Cl-].[Cl-]"
"8675","CHEMBL1631159","3.51","81.29","6","2","0","3","N","0.76","9.10","None","3.08","3.07","3",-1,"24","6","2","0","COc1c(O)c2c3c(oc4c(OC)c(O)cc(c43)CCC2)c1OC"
"8676","CHEMBL478769","1.71","83.83","5","2","0","0","N","0.70","7.89","None","2.44","2.32","1",-1,"19","5","2","0","CC1C/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1"
"8677","CHEMBL476689","0.81","63.60","4","1","0","0","N","0.59","None","None","0.53","0.53","0",-1,"14","4","1","0","C[C@@H]1CCCC(=O)C[C@@H](O)CC(=O)O1"
