"","ChEMBL ID","AlogP","Polar Surface Area","HBA","HBD","#RO5 Violations","#Rotatable Bonds","Passes Ro3","QED Weighted","CX Acidic pKa","CX Basic pKa","CX LogP","CX LogD","Aromatic Rings","Inorganic Flag","Heavy Atoms","HBA (Lipinski)","HBD (Lipinski)","#RO5 Violations (Lipinski)","Smiles"
"21961","CHEMBL558450","3.17","71.17","4","3","0","2","N","0.49","8.82","9.82","1.43","0.30","3",-1,"21","4","4","0","NCCc1cc(O)c2nccc3c2c1Nc1ccccc1-3.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F"
"21962","CHEMBL1095607","-0.44","134.54","10","4","0","7","N","0.40","8.84","9.66","-1.19","-2.34","3",0,"28","10","4","0","Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O"
"21963","CHEMBL451065","2.56","164.26","12","1","2","7","N","0.19","12.37","None","2.27","2.27","0",-1,"44","12","1","2","C=C1/C=C\[C@H](OC(=O)COC(=O)CC(C)C)[C@@]2(C)[C@@H](OC(C)=O)CC[C@]3(CO3)[C@@H]2[C@H](OC(C)=O)[C@]2(O)[C@@H](C)C(=O)O[C@H]2[C@H]1Cl"
"21964","CHEMBL2332658","2.53","38.83","3","0","0","0","Y","0.49","None","None","2.61","2.61","0",-1,"18","3","0","0","C[C@@H]1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)[C@@]34O[C@H]4[C@H]12"
"21965","CHEMBL405518","5.28","127.29","7","2","2","7","N","0.39","3.53","5.60","3.29","1.89","3",-1,"42","10","2","2","COc1ccc2c(O[C@@H]3C[C@@H](C(=O)O)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C3)cc(-c3ccccc3)nc2c1"
"21966","CHEMBL2063131","1.09","113.29","7","3","0","5","N","0.52","12.83","None","1.96","1.96","2",-1,"28","7","3","0","O=C(OCC1=C[C@H](O)[C@H](O)[C@@H](OC(=O)c2ccccc2)[C@@H]1O)c1ccccc1"
"21967","CHEMBL1808152","5.53","120.36","7","4","1","7","N","0.27","6.38","None","5.66","4.50","3",-1,"33","7","4","1","COc1c(-c2ccc(O)c(O)c2C/C=C(\C)CCC=C(C)C)oc2cc(O)cc(O)c2c1=O"
"21968","CHEMBL1800847","4.66","83.83","5","2","0","4","N","0.58","7.46","None","6.40","6.13","1",-1,"28","5","2","0","CC(C)CC(=O)c1c(O)c(C=O)c2c(c1O)CC[C@@]1(CC[C@H]3C[C@@H]1C3(C)C)O2"
"21969","CHEMBL1908006","4.16","57.53","3","2","0","0","N","0.71","9.31","None","3.13","3.12","0",0,"23","3","2","0","C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(O)C(=O)CC[C@]4(C)[C@H]3CC[C@@]21C"
"21970","CHEMBL1773979","0.09","259.45","15","11","3","11","N","0.10","12.09","None","-0.60","-0.60","0",-1,"57","15","11","3","C/C(=C/CC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C)CO"
"21971","CHEMBL2333780","4.99","42.60","3","1","0","1","N","0.69","9.41","None","4.30","4.29","3",-1,"22","3","1","0","CC1(C)C=Cc2cc3cc(-c4ccc(O)cc4)oc3cc2O1"
"21972","CHEMBL465678","3.91","40.16","5","0","0","0","N","0.62","None","2.23","3.72","3.72","3",-1,"25","5","0","0","CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4"
"21973","CHEMBL2152491","4.85","66.76","4","2","0","5","N","0.60","7.82","None","5.46","5.32","1",-1,"24","4","2","0","CC(C)=CCCC1(C)C=Cc2c(O)cc(O)c(C(=O)C(C)C)c2O1"
"21974","CHEMBL1324714","3.02","6.48","2","0","0","3","N","0.84","None","8.20","3.55","2.68","2",0,"20","2","0","0","CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl"
"21975","CHEMBL2047364","4.76","58.92","4","2","0","0","N","0.58","None","None","4.02","4.02","0",-1,"31","4","2","0","C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4C[C@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2"
"21976","CHEMBL451709","1.49","116.45","7","4","0","2","N","0.66","7.75","None","1.96","1.80","2",-1,"23","7","4","0","COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2O)cc1O"
"21977","CHEMBL2106491","1.27","158.15","8","5","0","1","N","0.35","2.45","7.86","-0.06","-0.19","2",0,"30","8","6","1","CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O.Cl"
"21978","CHEMBL446236","2.28","255.60","9","9","2","12","N","0.13","3.62","None","3.30","-0.04","3",-1,"62","17","9","3","CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)NC1=O"
"21979","CHEMBL1796019","3.27","9.23","1","0","0","3","N","0.71","None","None","3.54","3.54","2",-1,"14","1","0","0","c1ccc(COc2ccccc2)cc1"
"21980","CHEMBL391767","1.41","197.37","11","8","3","4","N","0.16","12.18","None","0.66","0.66","0",-1,"47","11","8","3","CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@]43C)[C@@H]2C1"
"21981","CHEMBL506960","-0.31","63.40","2","1","0","0","N","0.49","None","None","-0.92","-0.92","0",-1,"9","4","2","0","NC(=O)N1CCCC1=O"
"21982","CHEMBL589665","3.21","101.45","5","4","0","2","N","0.54","6.01","None","3.08","1.13","3",-1,"22","6","4","0","COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O.[Cl-]"
"21983","CHEMBL1833989","1.46","62.58","6","0","0","5","N","0.67","None","None","3.43","3.43","3",-1,"28","6","0","0","COc1ccc(/C=c2\nc(OC)/c(=C/c3ccc(OC)cc3)n(C)c2=O)cc1"
"21984","CHEMBL439738","2.61","54.12","3","2","0","2","Y","0.82","12.21","10.99","1.99","-0.84","2",-1,"20","4","2","0","O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12"
"21985","CHEMBL517907","3.15","93.21","7","2","0","11","N","0.35","None","8.90","2.35","0.84","3",-1,"31","7","2","0","C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1"
"21986","CHEMBL75153","4.01","67.51","4","1","0","5","N","0.57","4.21","None","3.86","0.83","3",0,"23","4","1","0","CSc1ccc(C(=O)c2cc(CC(=O)O)cc3ccoc23)cc1"
"21987","CHEMBL2147809","5.09","100.13","6","3","1","5","N","0.31","7.45","None","6.00","5.69","3",-1,"30","6","3","1","COc1c(CC=C(C)C)c(O)c2c(=O)c3ccc(O)c(O)c3oc2c1CC=C(C)C"
"21988","CHEMBL1829658","3.17","59.67","4","1","0","2","N","0.73","9.76","None","2.76","2.75","3",-1,"20","4","1","0","COc1cc2oc(=O)cc(-c3ccccc3)c2cc1O"
"21989","CHEMBL2106483","1.45","39.72","4","1","0","5","N","0.84","None","8.19","1.49","0.63","1",0,"17","4","1","0","CCOc1ccccc1OCC1CNCCO1.Cl"
"21990","CHEMBL1927963","2.84","200.28","12","6","3","13","N","0.09","12.21","None","2.91","2.91","0",-1,"50","12","6","3","CC(=O)O[C@@]1(C)CC[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]1CC/C(C)=C/C[C@@H](O)/C=C(\C)C(=O)C[C@H]1C(C)(C)C(=O)C=C[C@]1(C)O"
"21991","CHEMBL449927","1.61","201.00","11","6","3","6","N","0.15","10.62","9.49","-0.39","-2.26","2",-1,"47","12","7","3","COc1cccc2c1C(=O)C1=C(C2=O)C(O)C2=C(C1O)[C@@H](C[C@@H]1C[C@H](N)[C@@H](O)[C@H](C)O1)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C2"
"21992","CHEMBL1200437","3.17","45.59","4","1","0","4","N","0.88","13.89","9.05","2.51","0.86","2",0,"24","4","1","0","C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO"
"21993","CHEMBL1087778","-1.66","161.21","11","4","1","6","N","0.29","12.21","None","-1.29","-1.29","0",-1,"29","11","4","1","C/C=C1\[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC"
"21994","CHEMBL2332636","3.28","87.74","4","2","0","4","N","0.69","11.29","None","2.43","2.43","1",-1,"33","7","2","0","C=CC(C)(C)[C@]1(C[C@@H]2NC(=O)C3=CCCN3C2=O)C(=O)Nc2c1ccc1c2C=CC(C)(C)O1"
"21995","CHEMBL2334472","2.60","77.76","4","3","0","2","N","0.72","None","None","1.86","1.86","0",-1,"24","4","3","0","CC(C)[C@@]1(O)CC(=O)C2=C(C1)[C@H](O)C[C@@H]1[C@]2(C)CCC[C@@]1(C)CO"
"21996","CHEMBL2071418","-0.92","301.80","18","9","3","12","N","0.10","3.66","None","-0.50","-4.29","3",-1,"53","19","9","3","COc1cc(O)c2c(=O)c(O[C@@H]3O[C@H](CO)[C@H](O)[C@H](OC(=O)C[C@@](C)(O)CC(=O)O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(-c3ccc(O)cc3)oc2c1"
"21997","CHEMBL2059075","2.66","78.43","3","3","0","9","N","0.48","9.50","None","2.68","2.68","2",-1,"26","5","3","0","O=C(/C=C/c1ccccc1)NCCCCNC(=O)Cc1ccc(O)cc1"
"21998","CHEMBL2087182","5.91","72.47","4","1","1","17","N","0.32","2.95","None","7.09","6.15","1",-1,"28","5","1","1","CCCCCCCCCCCCCCCC(=O)NS(=O)(=O)Oc1ccccc1"
"21999","CHEMBL2016934","2.52","46.53","3","1","0","1","Y","0.78","13.27","None","1.95","1.95","0",-1,"18","3","1","0","CC(C)=C/C=C1\O[C@@H]2CC(C)=CC(=O)[C@@H]2[C@]1(C)O"
"22000","CHEMBL2332141","2.74","37.63","4","1","0","1","N","0.87","None","7.38","1.98","1.69","2",-1,"25","4","1","0","C[C@@H]1OC[C@H]2[C@@H]3Cc4c(n(C)c5ccccc45)[C@H](C[C@H]2[C@H]1CO)N3C"
"22001","CHEMBL2332157","3.21","69.92","4","3","0","2","N","0.71","8.74","None","3.59","3.57","2",-1,"18","4","3","0","Cc1cc(O)cc(Oc2cc(C)cc(O)c2O)c1"
"22002","CHEMBL1087295","3.13","102.29","5","2","0","3","N","0.71","3.10","None","2.73","-3.99","3",-1,"25","7","2","0","COc1cccc2c1cc(C(=O)O)c1c(C(=O)O)cc3c(c12)OCO3"
"22003","CHEMBL1802166","1.10","105.45","7","3","0","1","N","0.44","10.52","None","0.78","0.78","0",-1,"29","7","3","0","C=C1[C@@H]2C[C@H](O)[C@H]3[C@@]45CCCC(C)(C)[C@H]4[C@H](OC(C)=O)[C@@]4(O)O[C@@H]5O[C@@H]2[C@@]34[C@@H]1O"
"22004","CHEMBL2063765","6.91","61.42","7","1","2","2","N","0.25","None","8.86","5.94","4.41","4",-1,"42","7","1","2","COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1c3c(cc(OC)c4c3Oc3cc5c(cc3O4)CCN[C@@H]5C2)CCN1C"
"22005","CHEMBL2042122","3.85","45.15","4","2","0","2","N","0.75","9.23","2.89","3.45","3.44","3",0,"19","3","2","0","CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F]"
"22006","CHEMBL465720","3.69","75.61","7","1","0","2","N","0.82","None","None","3.43","3.43","2",-1,"29","7","1","0","COc1c2c(cc3c1-c1c(cc4c(c1OC)OCO4)[C@@H](O)[C@@H](C)[C@@H](C)C3)OCO2"
"22007","CHEMBL3746329","4.10","50.19","3","1","0","3","N","0.92","2.96","3.73","3.10","0.40","2",0,"19","3","1","0","O=C(O)C1(Sc2ccnc3ccc(Br)cc23)CCC1"
"22008","CHEMBL463060","1.88","89.90","6","1","0","2","N","0.61","None","None","2.58","2.58","0",-1,"25","6","1","0","C=C1C(=O)O[C@@H]2/C=C(/C)C(=O)/C=C/[C@](C)(O)C[C@@H](OC(=O)C(C)C)[C@@H]12"
"22009","CHEMBL1200337","1.61","50.72","4","2","0","9","N","0.71","None","9.67","1.76","-0.47","1",-1,"19","4","2","0","COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O"
"22010","CHEMBL2152468","2.83","67.89","4","1","0","10","N","0.28","3.03","None","0.62","2.64","0",-1,"18","5","1","0","CCCCCC/C=C\[N+]([O-])=N\[C@@H](COC)[C@H](C)O"
"22011","CHEMBL551298","3.19","154.89","11","2","2","11","N","0.30","9.72","None","3.92","3.91","1",-1,"40","11","2","2","CC(=O)O[C@H]1C=C2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]1(O)COC(=O)c1ccccc1O"
"22012","CHEMBL2074961","6.83","32.70","3","1","1","9","N","0.38","9.45","8.66","6.94","5.91","3",0,"32","3","1","1","CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(C(C)C)cc1"
"22013","CHEMBL2074980","-1.13","201.78","10","5","0","12","N","0.24","1.87","9.11","-3.86","-7.06","2",-1,"34","13","6","2","Cc1c(C)n2c(CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)CNC(=O)O)c(C)c(=O)n2c1=O"
"22014","CHEMBL2146143","2.08","46.53","3","1","0","4","N","0.68","None","None","-2.59","-2.59","1",0,"22","4","1","0","C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.[Br-]"
"22015","CHEMBL2074659","3.81","20.23","1","1","0","6","N","0.79","None","None","-0.58","-0.58","1",0,"21","2","1","0","CC(C)C(c1ccccc1)C(O)CC[N+]1(C)CCCCC1.[Br-]"
"22016","CHEMBL1526572","3.21","76.36","7","0","0","4","N","0.66","None","None","2.12","2.12","3",-1,"26","7","0","0","COc1cc(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc2c1"
"22017","CHEMBL2313010","4.25","57.15","5","1","0","8","N","0.76","13.43","None","3.98","3.98","2",-1,"26","5","1","0","C/C=C/c1ccc(O[C@H](C)[C@H](O)c2ccc(OC)c(OC)c2)c(OC)c1"
"22018","CHEMBL2158159","1.83","93.81","6","1","0","1","N","0.84","13.14","None","1.26","1.26","2",-1,"26","6","1","0","CO[C@@H]1C(=O)c2coc3c2[C@@](C)(c2ccc4c(c2C3=O)CCC4=O)[C@@H]1O"
"22019","CHEMBL554381","3.80","154.89","11","2","2","10","N","0.21","13.46","None","3.87","3.87","0",-1,"44","11","2","2","C=CC(=O)O[C@H]1CC[C@@](C)(OC(=O)CCC)[C@@H]2O[C@H](C[C@]1(C)O)[C@@H]1[C@H]2[C@@H](C(C)C)[C@H](OC(=O)CCC)[C@@H](OC(C)=O)[C@@]1(C)O"
"22020","CHEMBL3039518","6.43","165.25","9","6","3","13","N","0.08","8.64","9.02","4.37","3.01","5",0,"53","12","6","4","COc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12"
"22021","CHEMBL1066","2.63","32.70","3","1","0","4","N","0.91","13.80","9.23","2.45","0.62","1",-1,"19","3","1","0","COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1"
"22022","CHEMBL1097723","6.57","120.36","7","4","2","4","N","0.14","7.32","None","7.13","6.76","4",-1,"37","7","4","2","CC(C)=CCc1c(O)cc2oc3c(cc4c5c(c(O)c(CC=C(C)C)c(O)c53)OC4(C)C)c(=O)c2c1O"
"22023","CHEMBL2313597","4.94","112.91","9","2","1","7","N","0.40","9.94","None","4.82","4.81","3",-1,"39","9","2","1","COc1cc2c(c(OC)c1OC)-c1c(cc(O)c(OC)c1OC)C[C@H](C)[C@](C)(O)[C@@H]2OC(=O)c1ccccc1"
"22024","CHEMBL507584","0.58","81.96","6","1","0","5","N","0.63","6.97","3.65","-1.02","-1.47","2",0,"22","9","1","0","CN(C)c1nc(NP(=O)(N2CC2)N2CC2)c2c(ncn2C)n1"
"22025","CHEMBL430145","2.58","220.54","8","6","2","10","N","0.15","3.43","None","2.57","-4.01","1",-1,"55","15","6","3","C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C"
"22026","CHEMBL130517","5.57","113.52","6","2","2","9","N","0.25","12.10","4.72","4.01","4.01","4",-1,"41","9","2","2","CC(=O)Nc1ccc(/C=C/C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4ccc(C)nc34)c2Cl)cn1"
"22027","CHEMBL1740065","2.57","29.54","3","0","0","5","N","0.73","None","8.91","3.22","1.70","1",0,"17","3","0","0","CCC(C)(CN(C)C)OC(=O)c1ccccc1"
"22028","CHEMBL520805","1.83","85.36","6","1","0","2","N","0.35","13.69","None","1.85","1.85","0",-1,"26","6","1","0","C=C1C(=O)O[C@@H]2[C@@H]3C(=C(C)[C@@H](OC(=O)C=C(C)C)[C@H](O)[C@@H]12)C[C@H]1O[C@@]31C"
"22029","CHEMBL1631695","1.64","87.26","6","0","0","5","N","0.62","None","1.53","0.48","0.48","2",-1,"20","7","0","0","Cn1c([N+](=O)[O-])cnc1COc1ccc([S+](C)[O-])cc1"
"22030","CHEMBL557513","1.76","140.59","8","5","1","5","N","0.34","12.21","6.66","1.27","1.20","2",-1,"41","10","5","1","C[C@H]1O[C@@H](Oc2ccc([C@H]3CCCN(C(=O)/C=C\c4ccccc4)CCCNC(=O)CCN3)cc2)[C@@H](O)[C@@H](O)[C@@H]1O"
"22031","CHEMBL1235490","0.60","23.47","2","1","0","0","Y","0.53","None","9.70","0.03","-2.24","0",-1,"10","2","1","0","CN1[C@H]2CC[C@@H]1C[C@@H](O)C2"
"22032","CHEMBL554178","-2.12","258.43","16","9","3","8","N","0.13","7.13","None","-1.47","-1.93","3",-1,"44","16","9","3","COc1cc(O)c2c(=O)c(O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)c(-c3ccc(O)cc3)oc2c1"
"22033","CHEMBL2105199","2.42","73.04","6","0","0","3","N","0.54","None","4.47","1.63","1.63","4",0,"23","6","0","0","O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12"
"22034","CHEMBL2106217","3.25","12.03","1","1","0","4","N","0.84","None","10.22","3.47","0.79","1",0,"16","1","1","0","CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl"
"22035","CHEMBL2105420","-2.67","98.82","6","2","0","2","N","0.57","10.53","1.97","-2.47","-2.47","0",0,"17","8","2","0","O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1"
"22036","CHEMBL2106579","-1.63","279.13","14","7","3","8","N","0.20","0.90","4.92","-5.36","-10.47","2",0,"31","18","8","3","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+].[Na+]"
"22037","CHEMBL2104866","5.74","3.24","1","0","1","8","N","0.60","None","10.62","6.18","3.14","2",0,"24","1","0","1","CCC(C/C=C/c1ccccc1)(c1ccccc1)N(C)CC1CC1.Cl"
"22038","CHEMBL386110","-0.60","186.32","8","7","1","6","N","0.27","3.38","7.69","-2.94","-3.10","1",-1,"35","12","7","2","CC[C@@]1(C)Oc2cc(ccc2O)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(=O)O"
"22039","CHEMBL1200831","2.39","95.94","7","2","0","9","N","0.54","3.62","5.20","1.60","-0.03","1",0,"31","7","2","0","CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl"
"22040","CHEMBL2105950","0.02","132.96","6","4","0","4","N","0.55","3.23","7.22","-2.31","-2.67","1",0,"25","8","5","0","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]"
"22041","CHEMBL2332225","11.91","94.83","5","3","2","17","N","0.11","5.69","None","12.45","10.71","1",-1,"49","5","3","2","CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1=C(O)C(=O)C(C)=C(c2c(O)cc(O)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c2C)C1=O"
"22042","CHEMBL223046","4.94","110.38","6","5","0","4","N","0.31","8.42","None","5.23","5.19","2",-1,"35","6","5","0","CC(C)=CCc1c(O)cc(/C=C/c2cc(O)c3c(c2)C[C@@H]2C(C)(C)[C@H](O)[C@H](O)C[C@@]2(C)O3)cc1O"
"22043","CHEMBL393906","2.88","148.82","10","3","1","7","N","0.32","9.57","None","2.62","2.61","2",-1,"43","10","3","1","CC(=O)OC[C@@]12Cc3ccc(C)c(O)c3[C@]1(C)[C@@H](OC(C)=O)[C@]1(O)[C@H]([C@@H](OCc3ccccc3)[C@@H](C)[C@H]1OC(C)=O)[C@H]2O"
"22044","CHEMBL130880","2.03","38.91","2","1","0","0","Y","0.68","None","9.72","2.13","0.36","1",0,"14","2","2","0","Nc1c2c(nc3c1CCC3)CCCC2"
"22045","CHEMBL2332122","3.27","147.94","9","4","1","8","N","0.32","11.52","None","2.29","2.29","1",-1,"37","11","4","2","COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCC(O)c1cc(Br)c(OC[C@H]3CNC(=O)O3)c(Br)c1)=NO2"
"22046","CHEMBL1201111","3.13","39.82","4","0","0","2","N","0.73","None","7.34","2.35","2.11","3",-1,"22","4","0","0","Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl"
"22047","CHEMBL464284","5.06","103.21","6","2","2","12","N","0.11","8.17","4.45","4.28","4.22","2",-1,"34","8","2","2","COc1ccc(C/C(=N\O)C(=O)NCCc2cc(Br)c(OCCC[N+](C)(C)[O-])c(Br)c2)cc1Br"
"22048","CHEMBL2331680","2.27","91.85","7","2","0","5","N","0.72","13.05","5.73","2.88","2.87","2",0,"33","9","2","0","CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1"
"22049","CHEMBL505851","1.50","75.27","3","2","0","2","N","0.58","7.14","None","1.58","1.14","0",0,"19","5","2","0","CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O"
"22050","CHEMBL2333380","3.03","63.60","4","1","0","0","N","0.69","6.41","None","3.14","2.12","0",-1,"24","4","1","0","CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC(=O)[C@]1(C)[C@H]3OC(=O)C=C3CC[C@@H]12"
"22051","CHEMBL477496","3.71","55.76","3","1","0","7","N","0.57","4.54","None","4.17","1.39","0",-1,"19","4","1","0","CCC/C=C/[C@]1(CC)C[C@H](CC)[C@H](CC(=O)O)OO1"
"22052","CHEMBL1079607","4.83","58.92","4","2","0","0","N","0.54","13.15","None","4.42","4.42","0",-1,"31","4","2","0","C[C@H]1[C@@]2(O)[C@H](C[C@H]3[C@@H]4CCC5=C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2"
"22053","CHEMBL442904","4.83","85.30","7","1","1","6","N","0.48","13.32","10.44","4.72","1.80","0",-1,"39","7","1","1","CC(=O)O[C@@H](C[C@]12[C@@H]3CCC[C@@]34CCC3[C@H](O)N4[C@@H]1[C@@H](C(C)C)CC[C@@]32C)C(=O)[C@]1(C)CO[C@@]2(C)CC[C@H]1O2"
"22054","CHEMBL2348409","0.24","97.78","2","5","0","3","N","0.36","None","11.97","0.83","-3.73","1",-1,"15","5","6","1","CC(=O)O.N=C(N)NC(=N)NCCc1ccccc1"
"22055","CHEMBL1094679","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@@]2(CO)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6O[C@@H](CO)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O"
"22056","CHEMBL486611","5.77","93.06","6","2","1","7","N","0.41","7.81","None","5.67","5.52","2",-1,"33","6","2","1","CC(=O)OC1(C)CC(=O)c2c(cc3cc(OC/C=C(\C)CCC=C(C)C)cc(O)c3c2O)C1"
"22057","CHEMBL452758","1.43","65.07","6","0","0","0","N","0.49","None","8.15","1.23","0.41","0",-1,"24","6","0","0","C[C@@H]1C[C@]2(C)CC(=O)O[C@@H]3CCN4CC=C(COC(=O)[C@@]1(C)O2)[C@H]34"
"22058","CHEMBL1163895","3.36","55.76","4","1","0","1","N","0.87","None","None","2.06","2.06","2",-1,"25","4","1","0","COc1cccc2cc3c(cc12)[C@]1(C)CC[C@H](O)[C@@H]2COC(=C21)C3=O"
"22059","CHEMBL1086948","-2.01","178.53","11","7","2","9","N","0.22","10.28","None","-1.00","-1.00","1",-1,"32","11","7","2","C[C@H](CCc1ccc(O)cc1)O[C@@H]1O[C@H](CO[C@@H]2OC[C@@](O)(CO)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O"
"22060","CHEMBL1318939","1.49","97.35","9","0","0","6","N","0.56","None","None","2.33","2.33","3",0,"29","9","0","0","Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O"
"22061","CHEMBL1808549","2.16","63.24","6","1","0","4","N","0.92","11.77","None","2.17","2.17","1",0,"19","4","1","0","CC(SC(=O)c1cccs1)C(=O)NC1CCSC1=O"
"22062","CHEMBL516631","5.94","62.36","4","1","1","4","N","0.51","None","None","5.67","5.67","0",-1,"34","4","1","1","C[C@H](C[C@@H](O)[C@@H]1OC1(C)C)[C@@H]1CC[C@@]2(C)[C@@]1(C)CC[C@@H]1[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3C[C@@H]3O[C@]312"
